row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs,valid_key,table_difference,source_error_matches_dirty,source_right_matches_clean,annotation_orientation_fixed
1033,categories,pattern_violation,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1037,neighborhood,pattern_violation,Midtown Manhattan;Turtle Bay;Midtown;Midtown East,Midtown Manhattan;Turtle Bay;Midtown East,0,,,True,True,True,True,False
1048,neighborhood,pattern_violation,Midtown Manhattan;Turtle Bay;Midtown;Midtown East,Midtown Manhattan;Turtle Bay;Midtown East,0,,,True,True,True,True,False
1055,categories,pattern_violation,Cuban Restaurants;Latin American Restaurants;Caribbean Restaurants;Family Style Restaurants;Bars;Take Out Restaurants;Restaurants,Cuban Restaurants;Bars;Take Out Restaurants;Latin American Restaurants;Family Style Restaurants;Caribbean Restaurants;Restaurants,0,,,True,True,True,True,False
1070,categories,pattern_violation,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurant Delivery Service;Sushi Bars;Family Style Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurant Delivery Service;Sushi Bars;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1100,neighborhood,pattern_violation,Midtown East;Turtle Bay;Midtown Manhattan,Turtle Bay;Midtown Manhattan;Midtown East,0,,,True,True,True,True,False
1105,categories,pattern_violation,Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Chinese Restaurants;Restaurants,Asian Restaurants;Chinese Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1107,streetAddress,pattern_violation,119 Macdougal St,119 MacDougal St,0,,,True,False,True,True,False
1115,neighborhood,pattern_violation,Gramercy Park;Midtown;Midtown Manhattan,Gramercy Park;Midtown Manhattan,0,,,True,True,True,True,False
1144,categories,pattern_violation,Italian Restaurants;Mediterranean Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,Italian Restaurants;Breakfast Brunch & Lunch Restaurants;Mediterranean Restaurants;Restaurants,0,,,True,True,True,True,False
1150,neighborhood,pattern_violation,Midtown;Murray Hill;Midtown Manhattan,Murray Hill;Midtown Manhattan,0,,,True,True,True,True,False
1156,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Chelsea,Midtown Manhattan;Chelsea,0,,,True,True,True,True,False
1181,neighborhood,pattern_violation,Downtown Manhattan;Nolita;NoLita,Downtown Manhattan;NoLita,0,,,True,True,True,True,False
1197,neighborhood,pattern_violation,Midtown Manhattan;Hell's Kitchen,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
1204,neighborhood,pattern_violation,Midtown Manhattan;Turtle Bay;Midtown;Midtown East,Midtown Manhattan;Turtle Bay;Midtown East,0,,,True,True,True,True,False
1215,categories,pattern_violation,Sushi Bars;Seafood Restaurants;Take Out Restaurants;Japanese Restaurants;Asian Restaurants;Restaurants,Sushi Bars;Seafood Restaurants;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1216,categories,pattern_violation,Indian Restaurants;Take Out Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Middle Eastern Restaurants;Asian Restaurants;Restaurants,Indian Restaurants;Middle Eastern Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Restaurants,0,,,True,True,True,True,False
1230,categories,pattern_violation,Indian Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Middle Eastern Restaurants;Restaurants,Indian Restaurants;Middle Eastern Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1233,categories,pattern_violation,Restaurants;Mediterranean Restaurants;Italian Restaurants,Restaurants;Italian Restaurants;Mediterranean Restaurants,0,,,True,True,True,True,False
1256,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1264,categories,pattern_violation,Restaurants;Japanese Restaurants;Asian Restaurants,Restaurants;Asian Restaurants;Japanese Restaurants,0,,,True,True,True,True,False
1278,categories,pattern_violation,Japanese Restaurants;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,Japanese Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
1286,name,pattern_violation,emc seafood & rawbar,emc seafood & raw bar,0,,,True,True,True,True,False
1306,neighborhood,pattern_violation,Hollywood;Central LA;Central Hollywood;Central La,Hollywood;Central La;Central LA;Central Hollywood,0,,,True,True,True,True,False
1321,categories,pattern_violation,Asian Restaurants;Family Style Restaurants;Chinese Restaurants;Take Out Restaurants;Restaurants,Asian Restaurants;Chinese Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1335,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Asian Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1350,categories,pattern_violation,Mexican Restaurants;Take Out Restaurants;Latin American Restaurants;Restaurants,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1353,categories,pattern_violation,Family Style Restaurants;Take Out Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,Family Style Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1358,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1360,neighborhood,pattern_violation,East LA;Silver Lake;East La,Silver Lake;East LA,0,,,True,True,True,True,False
1365,categories,pattern_violation,Mexican Restaurants;Caterers;Latin American Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,Mexican Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Caterers;Latin American Restaurants;Restaurants,0,,,True,True,True,True,False
1370,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Caterers;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
1371,categories,pattern_violation,Barbecue Restaurants;Caterers;Take Out Restaurants;American Restaurants;Restaurants,Barbecue Restaurants;American Restaurants;Caterers;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1395,categories,pattern_violation,Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Latin American Restaurants;Restaurants,Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1413,categories,pattern_violation,Chinese Restaurants;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Japanese Restaurants;Restaurants,0,,,True,True,True,True,False
1421,categories,pattern_violation,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Caterers;Restaurants,Thai Restaurants;Asian Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
1447,categories,pattern_violation,Thai Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1454,categories,pattern_violation,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1476,name,pattern_violation,yamadaya ramen,ramen yamadaya,0,,,True,True,True,True,False
1494,categories,pattern_violation,Japanese Restaurants;Caterers;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1495,categories,pattern_violation,Chinese Restaurants;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,Chinese Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
1509,name,pattern_violation,indias tandoori,india's tandoori,0,,,True,True,True,True,False
1517,categories,pattern_violation,French Restaurants;Family Style Restaurants;Caterers;Continental Restaurants;Restaurants,French Restaurants;Caterers;Continental Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1523,categories,pattern_violation,Health Food Restaurants;Family Style Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,Health Food Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1538,categories,pattern_violation,Chinese Restaurants;Caterers;Asian Restaurants;Take Out Restaurants;Restaurants,Chinese Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,0,,,True,True,True,True,False
1564,categories,pattern_violation,Restaurants;Chinese Restaurants;Asian Restaurants,Restaurants;Asian Restaurants;Chinese Restaurants,0,,,True,True,True,True,False
1572,name,pattern_violation,sushi sasabune,sasabune sushi,0,,,True,True,True,True,False
1580,name,pattern_violation,panini cafe downtown,panini cafe -downtown,0,,,True,True,True,True,False
1585,name,pattern_violation,los feliz cafe,cafe los feliz,0,,,True,True,True,True,False
1592,categories,pattern_violation,Chinese Restaurants;Caterers;Take Out Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,Chinese Restaurants;Caterers;Take Out Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,0,,,True,True,True,True,False
1612,streetAddress,pattern_violation,10509 W Pico Blvd.,10509 W Pico Blvd,0,,,True,True,True,True,False
1662,categories,pattern_violation,Chinese Restaurants;Seafood Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Seafood Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1673,categories,pattern_violation,Chinese Restaurants;Caterers;Asian Restaurants;Take Out Restaurants;Restaurants,Chinese Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,0,,,True,True,True,True,False
1686,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Seafood Restaurants;Restaurants,Chinese Restaurants;Seafood Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1701,categories,pattern_violation,Health Food Restaurants;Take Out Restaurants;Sandwich Shops;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,Health Food Restaurants;Sandwich Shops;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1704,categories,pattern_violation,Indian Restaurants;Breakfast Brunch & Lunch Restaurants;Middle Eastern Restaurants;Asian Restaurants;Restaurants,Indian Restaurants;Asian Restaurants;Middle Eastern Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,0,,,True,True,True,True,False
1712,neighborhood,pattern_violation,East LA;Eagle Rock;East La,Eagle Rock;East La;East LA,0,,,True,True,True,True,False
1723,name,pattern_violation,taj india palace,india taj palace,0,,,True,True,True,True,False
1741,streetAddress,pattern_violation,672 S La Brea Ave,672 S LA Brea Ave,0,,,True,False,True,True,False
1745,categories,pattern_violation,Mexican Restaurants;Take Out Restaurants;Latin American Restaurants;Restaurants,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1747,categories,pattern_violation,Japanese Restaurants;Sushi Bars;Family Style Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Sushi Bars;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1752,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Vegetarian Restaurants;Health Food Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Vegetarian Restaurants;Health Food Restaurants;Restaurants,0,,,True,True,True,True,False
1805,categories,pattern_violation,Family Style Restaurants;Take Out Restaurants;Latin American Restaurants;Mexican Restaurants;Restaurants,Family Style Restaurants;Latin American Restaurants;Mexican Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1820,categories,pattern_violation,Restaurants;Breakfast Brunch & Lunch Restaurants;American Restaurants,Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants,0,,,True,True,True,True,False
1845,categories,pattern_violation,Thai Restaurants;Family Style Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1850,categories,pattern_violation,Health Food Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,Health Food Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1852,categories,pattern_violation,Sushi Bars;Japanese Restaurants;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1857,categories,pattern_violation,Health Food Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Family Style Restaurants;Sandwich Shops;Restaurants,Health Food Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Sandwich Shops;Restaurants,0,,,True,True,True,True,False
1899,name,pattern_violation,pace',pace,0,,,True,True,True,True,False
1912,categories,pattern_violation,Thai Restaurants;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1917,categories,pattern_violation,Latin American Restaurants;Caterers;Mexican Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,Latin American Restaurants;Take Out Restaurants;Caterers;Mexican Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1921,categories,pattern_violation,American Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,American Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1948,categories,pattern_violation,Japanese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1949,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1956,categories,pattern_violation,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1975,categories,pattern_violation,Mexican Restaurants;Caterers;Latin American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Caterers;Latin American Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1993,categories,pattern_violation,Sushi Bars;Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
1997,categories,pattern_violation,Restaurants;Take Out Restaurants;Hamburgers & Hot Dogs;Family Style Restaurants;American Restaurants,Restaurants;Take Out Restaurants;American Restaurants;Hamburgers & Hot Dogs;Family Style Restaurants,0,,,True,True,True,True,False
2001,categories,pattern_violation,Chinese Restaurants;Caterers;Asian Restaurants;Take Out Restaurants;Restaurants,Chinese Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,0,,,True,True,True,True,False
2007,categories,pattern_violation,Health Food Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Sandwich Shops;Restaurants,Health Food Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Sandwich Shops;Restaurants,0,,,True,True,True,True,False
2037,city,pattern_violation,chicago,Chicago,0,,,True,False,True,True,False
2045,categories,pattern_violation,Sushi Bars;Take Out Restaurants;Japanese Restaurants;Thai Restaurants;Asian Restaurants;Restaurants,Sushi Bars;Take Out Restaurants;Asian Restaurants;Japanese Restaurants;Thai Restaurants;Restaurants,0,,,True,True,True,True,False
2049,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2058,categories,pattern_violation,Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;American Restaurants;Restaurants,Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;American Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2070,name,pattern_violation,thai spoon,spoon thai,0,,,True,True,True,True,False
2109,categories,pattern_violation,Asian Restaurants;Chinese Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,Asian Restaurants;Chinese Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
2125,categories,pattern_violation,American Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,American Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2129,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2133,categories,pattern_violation,Japanese Restaurants;Sushi Bars;Family Style Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Sushi Bars;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
2147,categories,pattern_violation,Mexican Restaurants;Take Out Restaurants;Latin American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2148,categories,pattern_violation,American Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2155,categories,pattern_violation,Restaurants;Seafood Restaurants;Family Style Restaurants;American Restaurants,Restaurants;Seafood Restaurants;American Restaurants;Family Style Restaurants,0,,,True,True,True,True,False
2160,categories,pattern_violation,Thai Restaurants;Health Food Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,Thai Restaurants;Asian Restaurants;Health Food Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
2168,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2174,categories,pattern_violation,Mexican Restaurants;Take Out Restaurants;Family Style Restaurants;Latin American Restaurants;Restaurants,Mexican Restaurants;Family Style Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2183,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Restaurants,0,,,True,True,True,True,False
2192,categories,pattern_violation,Mexican Restaurants;Take Out Restaurants;Latin American Restaurants;Seafood Restaurants;Restaurants,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Seafood Restaurants;Restaurants,0,,,True,True,True,True,False
2200,categories,pattern_violation,Sushi Bars;Take Out Restaurants;Japanese Restaurants;Asian Restaurants;Thai Restaurants;Restaurants,Sushi Bars;Take Out Restaurants;Asian Restaurants;Japanese Restaurants;Thai Restaurants;Restaurants,0,,,True,True,True,True,False
2201,categories,pattern_violation,Vietnamese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Vietnamese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2206,categories,pattern_violation,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Chinese Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Chinese Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2238,categories,pattern_violation,Thai Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
2239,categories,pattern_violation,Sushi Bars;Take Out Restaurants;Thai Restaurants;Asian Restaurants;Japanese Restaurants;Restaurants,Sushi Bars;Take Out Restaurants;Asian Restaurants;Japanese Restaurants;Thai Restaurants;Restaurants,0,,,True,True,True,True,False
2259,categories,pattern_violation,Breakfast Brunch & Lunch Restaurants;American Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;American Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2276,neighborhood,pattern_violation,Old Town;Old Town Triangle;Central Chicago;Near North Side,Old Town Triangle;Central Chicago;Near North Side,0,,,True,True,True,True,False
2302,categories,pattern_violation,Thai Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,Thai Restaurants;Asian Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
2304,categories,pattern_violation,Italian Restaurants;Mediterranean Restaurants;Take Out Restaurants;Restaurants,Italian Restaurants;Take Out Restaurants;Mediterranean Restaurants;Restaurants,0,,,True,True,True,True,False
2310,categories,pattern_violation,Latin American Restaurants;Mexican Restaurants;Family Style Restaurants;Restaurants,Latin American Restaurants;Family Style Restaurants;Mexican Restaurants;Restaurants,0,,,True,True,True,True,False
2318,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Asian Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
2324,categories,pattern_violation,Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2332,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2346,categories,pattern_violation,Sushi Bars;Japanese Restaurants;Chinese Restaurants;Thai Restaurants;Asian Restaurants;Restaurants,Sushi Bars;Japanese Restaurants;Chinese Restaurants;Asian Restaurants;Thai Restaurants;Restaurants,0,,,True,True,True,True,False
2358,categories,pattern_violation,Vietnamese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Vietnamese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2363,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2367,categories,pattern_violation,Mexican Restaurants;Latin American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Latin American Restaurants;Restaurants,0,,,True,True,True,True,False
2384,categories,pattern_violation,Latin American Restaurants;Caribbean Restaurants;Mexican Restaurants;Family Style Restaurants;Cuban Restaurants;Restaurants,Latin American Restaurants;Caribbean Restaurants;Cuban Restaurants;Mexican Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
2401,categories,pattern_violation,Mediterranean Restaurants;Greek Restaurants;Take Out Restaurants;Family Style Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,Mediterranean Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Greek Restaurants;Restaurants,0,,,True,True,True,True,False
2441,categories,pattern_violation,Thai Restaurants;Health Food Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,Thai Restaurants;Asian Restaurants;Health Food Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
2444,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2480,streetAddress,pattern_violation,837 W. Fulton Market,837 W Fulton Market,0,,,True,True,True,True,False
2486,categories,pattern_violation,Breakfast Brunch & Lunch Restaurants;American Restaurants;Family Style Restaurants;Restaurants,Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;American Restaurants;Restaurants,0,,,True,True,True,True,False
2488,categories,pattern_violation,Chinese Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,Chinese Restaurants;Caterers;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
2493,categories,pattern_violation,Asian Restaurants;Take Out Restaurants;Chinese Restaurants;Family Style Restaurants;Restaurants,Asian Restaurants;Chinese Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
2493,neighborhood,pattern_violation,Noble Square;Northwest Side,Northwest Side;Noble Square,0,,,True,True,True,True,False
2503,categories,pattern_violation,Italian Restaurants;Mediterranean Restaurants;Fine Dining Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,Italian Restaurants;Breakfast Brunch & Lunch Restaurants;Fine Dining Restaurants;Mediterranean Restaurants;Restaurants,0,,,True,True,True,True,False
2538,categories,pattern_violation,Italian Restaurants;Family Style Restaurants;Mediterranean Restaurants;Take Out Restaurants;Caterers;Restaurants,Italian Restaurants;Mediterranean Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
2551,categories,pattern_violation,Sushi Bars;Take Out Restaurants;Caterers;Japanese Restaurants;Health Food Restaurants;Asian Restaurants;Restaurants,Sushi Bars;Take Out Restaurants;Caterers;Japanese Restaurants;Asian Restaurants;Health Food Restaurants;Restaurants,0,,,True,True,True,True,False
2555,categories,pattern_violation,Barbecue Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Caterers;Restaurants,Barbecue Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
2557,categories,pattern_violation,Latin American Restaurants;Take Out Restaurants;Mexican Restaurants;Family Style Restaurants;Caterers;Restaurants,Latin American Restaurants;Mexican Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
